Datetime,Open,High,Low,Close,Volume
2026-04-23 09:15:00+05:30,204.38999938964844,204.42999267578125,203.27999877929688,203.80999755859375,0
2026-04-23 09:20:00+05:30,203.8699951171875,204.11000061035156,203.39999389648438,203.9199981689453,566819
2026-04-23 09:25:00+05:30,203.9600067138672,204.1300048828125,203.52000427246094,203.6300048828125,316745
2026-04-23 09:30:00+05:30,203.60000610351562,203.60000610351562,203.0399932861328,203.19000244140625,469150
2026-04-23 09:35:00+05:30,203.24000549316406,203.38999938964844,203.0800018310547,203.1999969482422,249746
2026-04-23 09:40:00+05:30,203.25999450683594,203.4499969482422,203.17999267578125,203.3300018310547,195411
2026-04-23 09:45:00+05:30,203.25999450683594,203.85000610351562,203.16000366210938,203.83999633789062,182362
2026-04-23 09:50:00+05:30,203.77999877929688,203.91000366210938,203.6699981689453,203.8000030517578,174226
2026-04-23 09:55:00+05:30,203.85000610351562,204.10000610351562,203.77999877929688,204.02999877929688,343667
2026-04-23 10:00:00+05:30,204.0500030517578,204.1199951171875,203.6199951171875,204.1199951171875,280568
2026-04-23 10:05:00+05:30,204.05999755859375,204.27999877929688,204.0500030517578,204.25,163101
2026-04-23 10:10:00+05:30,204.24000549316406,204.24000549316406,203.6999969482422,203.82000732421875,173636
2026-04-23 10:15:00+05:30,203.82000732421875,203.86000061035156,203.6999969482422,203.80999755859375,118665
2026-04-23 10:20:00+05:30,203.7899932861328,204.4600067138672,203.74000549316406,204.4600067138672,351324
2026-04-23 10:25:00+05:30,204.4499969482422,204.63999938964844,204.38999938964844,204.5,187731
2026-04-23 10:30:00+05:30,204.49000549316406,204.5399932861328,204.24000549316406,204.2899932861328,158240
2026-04-23 10:35:00+05:30,204.2899932861328,204.4499969482422,204.25,204.4499969482422,144124
2026-04-23 10:40:00+05:30,204.4499969482422,204.5,204.10000610351562,204.1999969482422,139399
2026-04-23 10:45:00+05:30,204.1999969482422,204.3000030517578,204.1300048828125,204.25999450683594,127888
